rule_file,rule_count,attack_word_list,attacked_password_file,passwords_in_password_file,cracked_passwords_count,guesses,cracked_passwords_percentage
tuscl-30000_hac.rule,50,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,213,632250,16.21
tuscl-30000_hac.rule,100,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,230,1264500,17.5
tuscl-30000_hac.rule,200,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,251,2529000,19.1
tuscl-30000_hac.rule,400,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,345,5058000,26.26
tuscl-30000_hac.rule,800,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,390,10116000,29.68
tuscl-30000_hac.rule,1600,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,400,20232000,30.44
tuscl-30000_hac.rule,4000,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,404,50580000,30.75
tuscl-30000_hac.rule,8000,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,407,101160000,30.97
tuscl-30000_hac.rule,16000,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,412,202320000,31.35
tuscl-30000_hac.rule,22000,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,421,278190000,32.04
tuscl-30000_hac.rule,24000,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,423,303480000,32.19
matched.rule,50,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,332,632250,25.27
matched.rule,100,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,332,1264500,25.27
matched.rule,200,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,336,2529000,25.57
matched.rule,400,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,336,5058000,25.57
matched.rule,800,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,336,10116000,25.57
matched.rule,1600,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,343,20232000,26.1
matched.rule,4000,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,359,50580000,27.32
matched.rule,8000,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,394,101160000,29.98
matched.rule,16000,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,442,202320000,33.64
matched.rule,22000,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,461,278190000,35.08
matched.rule,24000,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,469,303480000,35.69
analysis-sorted.rule,50,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,265,632250,20.17
analysis-sorted.rule,100,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,278,1264500,21.16
analysis-sorted.rule,200,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,295,2529000,22.45
analysis-sorted.rule,400,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,304,5058000,23.14
analysis-sorted.rule,800,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,324,10116000,24.66
analysis-sorted.rule,1600,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,340,20232000,25.88
analysis-sorted.rule,4000,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,358,50580000,27.25
analysis-sorted.rule,8000,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,375,101160000,28.54
analysis-sorted.rule,16000,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,395,202320000,30.06
analysis-sorted.rule,22000,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,460,278190000,35.01
analysis-sorted.rule,24000,1_DIRECTORY_WORDLISTS/probable-v2-top12000_M.txt,2_DIRECTORY_PASSWORDS/default-passwords.txt,1314,460,303480000,35.01
